date,close,volume,source,log_return,vodacom_era
2023-03-13,19.6,3227200,xlsx,-0.049761509559063825,pre_announcement
2023-03-14,19.1,3589700,xlsx,-0.025841231183887328,pre_announcement
2023-03-15,18.0,16825500,xlsx,-0.05931657715641962,pre_announcement
2023-03-16,17.0,39533700,xlsx,-0.05715841383994864,pre_announcement
2023-03-17,16.35,78127904,xlsx,-0.03898544671295354,pre_announcement
2023-03-20,17.95,15620895,xlsx,0.09336221759102542,pre_announcement
2023-03-21,18.95,37107400,xlsx,0.05421381659414752,pre_announcement
2023-03-22,19.1,5680900,xlsx,0.007884403524149056,pre_announcement
2023-03-23,19.0,8703800,xlsx,-0.00524935588614379,pre_announcement
2023-03-24,18.9,29109400,xlsx,-0.005277057100843893,pre_announcement
2023-03-27,18.85,2344800,xlsx,-0.0026490081715767307,pre_announcement
2023-03-28,18.5,5636200,xlsx,-0.01874218180974075,pre_announcement
2023-03-29,18.5,10100200,xlsx,0.0,pre_announcement
2023-03-30,18.0,15186300,xlsx,-0.027398974188114388,pre_announcement
2023-03-31,18.1,1704000,xlsx,0.005540180375615351,pre_announcement
2023-04-03,18.15,3428600,xlsx,0.0027586224390796607,pre_announcement
2023-04-04,18.0,14295800,xlsx,-0.008298802814695066,pre_announcement
2023-04-05,18.05,24080000,xlsx,0.0027739268827252244,pre_announcement
2023-04-06,18.6,4375000,xlsx,0.030015895940265568,pre_announcement
2023-04-11,18.45,5052300,xlsx,-0.008097210232619475,pre_announcement
